ShortName	Item_Name	Item_Cost
5967	CRI VCR BETACAM/SP SONY PVW-2600	0
5968	CRI FOLSOM 2200 DE SCALER	850
5970	CRI FOLSOM VMS-100 SCREEN SHAPER	2
5971	CRI PROJECTOR LENS BARCO TLD .8:1 FIXED LENS	200
E6B	MIC COUNTRYMAN E-6 SHURE LEMO-EARSET (Light Beige)	30
E6C	MIC COUNTRYMAN E-6 SHURE LEMO-EARSET (Cocoa)	30
5969	CRI ALIEN DUAL FLOOR MOUNT	10
2080	FLAT PANEL DISPLAY 20 (4:3) NEC LCD-2080UX+ *BLACK*	125
MKDP	MIC CLIP DPA MINIATURE CLIP, DOUBLE LOCK 	2
5976	CRI TRUSS TOMCAT 20.5 X 10' BLACK MDT-10	90
5977	CRI TRUSS TOMCAT 20.5 X 5' BLACK MDT-5	45
5978	CRI DRAPE BLACK 30H X 24-9W	55
5979	CRI DRAPE BLACK 30H X 19'-5W	52
5980	CRI DRAPE BLACK 24H X 21W	55
5981	CRI DRAPE BLACK 12H X 12W	25
5982	CRI VCR DVCAM DECK DSR-45 DV RECORDER	175
5983	CRI DRAPE BLACK 12H X 9W	27.5
5984	CRI DRAPE BLACK 2H X 60W	20
5985	CRI DRAPE BLACK 2H X 70W	20
5986	CRI IC-2B ICOM 2CH. BELTPACK	18
5987	CRI COLORBLAST 12 LED CYC-BLACK	25
5988	CRI COLORBLAST PSU -10 WAY	15
5989	CRI VARI*LITE 2202	250
5990	CRI- 20' (1.5) BLACK PIPE	5
5991	CRI YAMAHA M2000-32 CONSOLE	1
7800	PROJECTOR LCD EPSON 7800P w/MEDIUM LENS 1.8-2.3:1	400
5993	CRI SCREEN TRIPOD (5')	20
5994	CRI MIXER YAMAHA PM-4000	334
5995	CRI L1420 to 20A IEC ADAPTER	2
5996	CRI 10.5 x 14 TRUSS FRAME SCREEN - R.P.	150
5997	CRI PROJECTOR BARCO G8 SLM	1600
5998	CRI PROJECTOR LENS, 1.6 - 2.0:1 SLM	150
5999	CRI DRAPE BLACK 5H X 40W	30
X620	CRI 20a (1) L6-20 M/F DISTRO CABLE 15'	0
XCBW	CRI COLORBLAST 12 LED - WHITE	25
XVL6	CRI VARI*LITE VL-6 CABLE 20'	0
6003	CRI VARI*LITE APS RACK	0
6004	CRI PROJECTOR LCD VIDEO/DATA EPSON 7800P	600
6005	CRI 20a (1) L6-20 M/F DISTRO CABLE 5'	0
6006	CRI DMX 5-PIN 15'	0
6007	CRI CAMLOK 3/ FEEDER SET 2/ 5'	0
43S	FLAT PANEL SPEAKER PAIR, PIONEER PDP-S07 (433)	75
6009	CRI TRUSS HANGER, 20 SPAN BAR	0
POPX	FLAT PANEL MOUNT PSDTS V.X 72 DUAL POST FLOOR STAND	75
UTOU	FLAT PANEL TOUCH OVERLAY NAVITAR U-TOUCH FOR PDP-433CMX PLASMA	400
6012	CRI RIGGING, SHACKLE 3/4 	0
6013	CRI MONITOR SONY PVM-20L5 W/HDSDI	475
6016	CRI HDSDI to Analog Converter, AJA HD10C	150
6018	CRI PROJECTOR LENS BARCO QLD .8:1 FIXED LENS	250
6019	cri complete 2 camera set up	0
6020	CRI 25' X 50' BLACK SCRIM	400
6021	CRI PIPE 20' SLEEVED	0
ANTY	ANCHOR AN-1000X ACSRY TALL YOKE	3
HAZE	FOGGER LE MAITRE RADIANCE TOURING SYSTEM HAZER (WATER-BASED)	225
6025	CRI AUTOMATED VARI*LITE VL-1000	200
6026	CRI Projector, Barco R10	2000
6028	CRI STAGE 2'X8' @32	0
6029	CRI STAGE 4'X8' @32	0
6030	CRI LOUDSPEAKER MEYER 650P	1
R457	WIRELESS RACK #457 SHURE UHFR HH/LAV (10)	1400
6033	CRI I COM BELTPACK IC-2B	1
IC2B	I COM BELTPACK TELEX IC-2B (TWO CHANNEL BINAURAL) METAL	25
CS2B	CHEESEBOROUGH SWIVEL, 2 ALUMINUM, BLACK	4
6042	CRI COLORBLAST PSU -3 WAY	0
6043	CRI AC LIGHTING DISTRO RACK, 18 CIRCUIT	0
LFAP	FOGGER ACSRY AIR KING 18 FAN (Round)	10
6045	CRI Flat Panel 42 plasma	400
6046	CRI Barco G5	700
6047	CRI MULT CABLE 10' 6 CIRCUIT VEAM	0
6050	CRI DBX COMP CARDS	0
6053	CRI GVG-100 Component Switching Package	600
6057	CRI MULTIFAN-OUT FEMALE PIN to MALE SOCAPEX	0
EDI7	EDISON FLAT GREY 75'	0
DVDR	COMPUTER STORAGE OWC MERCURY DVD+/-RW DRIVE, EXTERNAL	35
PVW2	FLAT PANEL MOUNT PSD-PVW2 PIPE ADAPTER (SINGLE)	15
6063	CRI AUTOMATED VARI*LITE VL-2402	75
6064	CRI FAR CYC L&E RUNT (1) WINDOW	8
6065	CRI SET ELEMENTS FOR STAGE	5000
6066	CRI FLAT PANEL SPEAKERS, NEC PX-61XM1U	0
BLUE	MOUSE/CORDLESS MAC AND PC LOGITECH Bluetooth¨	40
COV6	LED CKI iColor Cove 6 LED STRIP	18
6072	CRI AUTOMATED VARI*LITE VL-1000 ARC	225
6073	CRI AUTOMATED VARI*LITE VL-3000	400
6074	CRI WENGER STEP UNIT 32	0
CSBM	COMPUTER SPEAKER, PAIR BOSE MEDIAMATE BLACK	10
6080	CRI BARCO I6 LED TILE	450
6081	CRI BARCO D320PL PROCESSOR	1000
6082	CRI MARK-UP	6440
6083	CRI LIFT GENIE SUPER TOWER ST-25	100
6085	CRI LED Wall Demo Package	900
6086	CRI CPU P4 DESKTOP	125
6087	CRI FRESNEL, 6 ARRI w/CFS & BARN DOORS	35
HP53	CPU HP D530 P4@2.8gz/CDRW+DVDCombo/#133-139/XPP/40g/512m	175
6090	CRI I6 Power Distro	175
6093	CRI STRIPLIGHT COLORBLAZE LED 6'	200
6094	SALE-ELECTRICAL TAPE GREY	3.5
6096	CRI L6-30 Female Connector	0
6097	CRI MEYER 700HP	1
VENI	MIXER MIDAS VENICE 320 32X4X2X2	200
VENP	MIXER PSU RACK MIDAS VENICE 320 CONSOLE	0
PAME	PAR SOURCE-4 TOPHAT, MEDIA EXTENDER	4
6104	CRI Moving Blankets	0
6109	SCENIC ELEMENTS	1
6110	CRI Origami Drop	2080
6119	CRI 1-1.5 Conduit @ 72	1
6120	CRI 1-1.5 Conduit @ 32	1
6121	CRI 1-1.5 Conduit @ 36	1
SDSV	DRAPE BLACK SCRIM ROOF 37'X35' - AMGEN	300
SDSS	DRAPE BLACK SCRIM ROOF 20'-6X19'-6 - AMGEN	200
SDSU	DRAPE BLACK SCRIM ROOF 32'X19'-6 - AMGEN	250
6125	CRI RJ-11 Telephone Cable 50'	1
SDS5	DRAPE WHITE SPANDEX SAIL, RECTANGLE 6'X4' Unstretched	60
SDS3	DRAPE WHITE SPANDEX SAIL, RECTANGLE 3'X8' Unstretched	60
SDS4	DRAPE WHITE SPANDEX SAIL, RECTANGLE 6'X12' Unstretched	90
SDS9	DRAPE WHITE SPANDEX SAIL, SQUARE 6'X6' Unstretched	75
SDS7	DRAPE WHITE SPANDEX SAIL, SQUARE 10'X10' Unstretched	100
SDSB	DRAPE WHITE SPANDEX SAIL, TRIANGLE 6'X6'X6' Unstretched	75
SDSC	DRAPE WHITE SPANDEX SAIL, TRIANGLE 6'X8'X8' Unstretched	75
SDSD	DRAPE WHITE SPANDEX SAIL, TRIANGLE 8'X10'X6' Unstretched	90
SDSE	DRAPE WHITE SPANDEX SAIL, TRIANGLE 8'X6'X4' Unstretched	75
SDS8	DRAPE WHITE SPANDEX SAIL, SQUARE 6'X6' Documentum	75
6139	CRI 1x4 8' lumber	0
6140	SALE-Carpet - New Roll	750
6152	CRI Barco ILite 3x Ground Bar	50
6153	CRI Powerbook G4	75
6156	CRI-DISCO LIGHTING PAR 36 PIN SPOT, PL1001UL	7
FILM	CARPET FILM APPLICATOR, 36 WIDE	15
6165	SALE-CARPET FILM, 36 WIDE X 500' ROLL	170
6166	CRI FLAT PANEL DISPLAY 20 NEC 2080	200
DSCK	CONTRACTOR SERVICE DISCONNECTADAPTER #K (Cntcr.- L21-30F)	0
6169	SALE-GOBO FULL COLOR ORIGINAL	0
6171	CRI TELOS INTERCOM INTERFACE	1
6173	CRI BEAM CLAMPS 5	1
6174	CRI I COM RTS 2-CHAN BELTPACKS	1
6175	CRI I COM RTS 4-CHAN BASE STATION	1
6176	CRI I COM TELOS INTERFACE	1
6177	CRI I COM RTS HEADSET	1
6179	CRI EARPIECE MONITOR	1
CAH5	ADOBE TELEPHONE HEADSET GRAY W/BOOM MIC, HEAVY DUTY	0
CAH2	ADOBE TELEPHONE HEADSET AMPLIFIER, PLANTRONICS M12	0
CAH4	ADOBE TELEPHONE HEADSET CABLE RJ11 6	0
6186	CRI 2awg Camlok Tail-Reversed	0
6187	CRI IBM PC LAPTOP	0
6188	CRI Marantz 7000 Remote	58.33
6189	CRI KINO FLOW 2FT. X 2 LAMP, DAYLIGHT	40
6190	CRI KINO FLOW 2FT. X 2 LAMP, TUNGSTEN	40
6191	CRI KINO FLOW BALLAST	40
6192	CRI C-STAND	5
6193	CRI STAND, ROLLING	5
6194	CRI SOUND DOME, DOUBLE LOCALIZER	225
6195	CRI PROJECTOR ACCY .8:1 LENS (SLM)	200
6196	CRI DVD PLAYER/ RECORDER	55
3000	FLAT PANEL DISPLAY 30 (16:9) NEC LCD3000 *BLACK*	325
6208	CRI DAN DUGAN D2 MIXER	200
6211	CRI DIMMER DMX WIRELESS IT RD-2400	150
GLI2	RGBS GROUND LOOP ISOLATOR GLI 2000 RGBH&V	75
6213	CRI VGA SWITCHER FOLSOM PS2001 PRESENTATION PRO	400
6214	CRI SOUND DOME AMPLIFIER STEREO	0
LDSH	TRUSS TOMCAT 12 PROSTAR SWIVEL HANGER, SILVER	15
MP1	FLAT PANEL MOUNT CHIEF PSM TO PREMIER PSD ADAPTER	10
XWFL	PAR SOURCE-4 PAR LENS XWFL (EXTRA WIDE FLOOD)	2
FRG2	SPARE LAMP- FRESNEL SPARE LAMP KIT (FRG 500W X 2)	0
FDBG	FLAT, SCREEN SURROUND, 28 CORNER I-COVE BAFFLE, GREY (4pc set)	100
FDBB	FLAT, SCREEN SURROUND, 28 CORNER I-COVE BAFFLE, BLACK (4pc set)	100
SW8N	NETWORK SWITCH 8/PORT GIGABIT, NETGEAR GS108	30
RUTT	RIGGING, UNISTRUT TRACK TAMER KIT (SET OF 4)	12
DVIA	DVI-I ACSRY (DUAL LINK) GEFEN DVI DETECTIVE (EDID XMTR)	25
WAPA	PROJECTOR ACSRY WAGNER POWER ADAPTER L6-30 FEM - L21-30 MALE	0
R291	RSG AUDIO RACK #291 (MEYER M2D, M'ELODIE CONTROL)	0
MDIE	LOUDSPEAKER MEYER M'ELODIE	150
MDIR	LOUDSPEAKER ACSRY MEYER M'ELODIE RIGGING GRID	0
SCYP	PIPE (1.0) 10' UNPAINTED FOR 30' X 60' CYC	7.5
PR4S	RADIO PR400 SURVEILLANCE MIC	18
XF60	PROJECTOR LCD SANYO PLC-XF60A w/SHORT LENS 1.2-1.7:1	800
USB1	COMPUTER CABLE USB M-F 16' EXTENSION	0
TOPM	ELLIPSOIDAL ETC SOURCE-4 TOPHAT BLACK - MINI	3
VV11	CAMERA TRIPOD VINTEN VISION 11 	50
VV12	CAMERA TRIPOD DOLLY VINTEN ENG OB	15
DVI3	DVI-D MONITOR CABLE (SINGLE LINK) M-M 30'	0
MSGS	MIC STAND AKG GENERAL SESSION PACKAGE	150
GMMS	DIMMER DESK MA LIGHTING grandMA VIDEO MEDIA SERVER RACK	1000
DVI4	DVI D/A 1 X 4 EXTRON D/2 DA4	50
DG40	DATA GIRL 4.0 (AARON'S BIG JOCKEY)	0
MSCR	MEDIALON SHOW CONTROL RACK	1100
P4BL	PIPE (2) ALUMINUM 4'-0 BLACK	2
ENCS	RGBS SWITCHER ENCORE CONTROLLER SC (SMALL)	900
SP2E	RGBS SWITCHER 8 X 1 SCREENPRO-II HD w/EOC	1100
KEYA	COMPUTER KEYBOARD/MOUSE APPLE, WHITE  	10
FRTU	FASTFOLD TRUSS REAR SHEET 12'X16'	480
XF6M	PROJECTOR ACSRY SANYO MOUNT (PLC-XF60A)	25
D351	CAMERA SONY D35 #1 FUJI 20X8.6	450
D3S1	CAMERA SONY D35 #1 STUDIO KIT	150
D352	CAMERA SONY D35 #2 FUJI 16X9	450
D3S2	CAMERA SONY D35 #2 STUDIO KIT	150
D3S3	CAMERA SONY D35 #3 STUDIO KIT	150
D354	CAMERA SONY D35 #4 CANON 20X8.5	450
D3S4	CAMERA SONY D35 #4 STUDIO KIT	150
D355	CAMERA SONY D35 #5 CANON 20X8.5	450
D3S5	CAMERA SONY D35 #5 STUDIO KIT	150
ITT1	TRUSS ITT 12 TRUSS 10' SILVER LDT-10	70
ITT5	TRUSS ITT 12 TRUSS 5' SILVER LDT-5	35
ITT2	TRUSS ITT 12 TRUSS 2' SILVER LDT-2	14
ITB1	TRUSS ITT 12 TRUSS 10' BLACK LDT-10	80
ITB8	TRUSS ITT 12 TRUSS 8' BLACK LDT-8	64
ITB5	TRUSS ITT 12 TRUSS 5' BLACK LDT-5	40
ITB2	TRUSS ITT 12 TRUSS 2' BLACK LDT-2	16
HDMD	HDMI/M ADAPT TO DVI-D/M, 6'	5
PED4	PEDESTAL, BLACK w/SILVER ACCENT, 18 x 18 x 42H, LAMINATED	150
SDSF	DRAPE WHITE SPANDEX 12 TRUSS COVER, 10'	100
R505	VCR RSG VIDEO RACK #505 (RECORD)	1400
R506	HD RSG VIDEO RACK #506 (PlaybackPro)	1200
ACR1	VIDEO TRANSCODER EXTRON HDSDI-ACR 100 (HDSDI TO RGBHV)	125
VGAM	RGBS SCALER HALL RESEARCH SC-VGA-2	75
FDFN	FLAT, 10'10 X 18' SCREEN SURROUND, (9 X 16) SOFT BLACK	350
6200	COMPUTER VIDEO CARD, NVIDIA GEFORCE 6200 256MB VGA/S-VID/DVI-I	25
MI2D	CPU Apple Mac mini Intel Core 2 Duo@2.0gz/SuperDrive/120g/2gm	175
R500	RSG AUDIO RACK #500 (MINI FOH)	150
SWSV	WENGER PLATFORMS 6H x 3'W WOOD STEP UNIT 	10
SWSX	WENGER PLATFORMS 6H x 6'W WOOD STEP UNIT 	25
FFXU	FASTFOLD DELUXE FRAME 12'X21'4	0
FMXU	FASTFOLD DELUXE FRONT SHEET 12'X21'4	900
EXP1	FIELD CASE, EXPENDABLES PACKAGE	75
SWPB	WENGER PLATFORMS  4 X 4 PLATFORM BLACK (CAMERA RISER)	25
PA2B	PIPE (2) ALUMINUM 20'-0 BLACK	10
LDC7	TRUSS TOMCAT 12 TRUSS 60' O.D. CIRCLE LDT	2000
DVIR	INTERFACE EXTRON DVI-RGB 150 (DVI-D to RGBHV) 	50
DVI8	DVI MATRIX SWITCHER 8 x 8 BARCO MatrixPRO (DVI-I, SINGLE LINK)	475
2490	FLAT PANEL DISPLAY 24 (16:9) NEC LCD-2490WUXi-BK *BLACK*	200
EFS	DIMMER DESK ACSRY Ethercon Focusing Snake for grandMA	0
604W	AUDIO MEGAPHONE TOA ER-604W w/MICROPHONE	20
RARK	RIGGING, ACCESSORY RIGGING KIT	75
CUE2	CUE SYSTEM, MasterCue V5 USB, FORWARD/REVERSE W/AUDIO	150
MTBB	MIC STAND TABLE, AT8615 XLR BASE	2
BCP5	CART PLASTIC 54 FIXED (DA-LITE PIXMATE PL9-54R)	15
VL2S	AUTOMATED VARI*LITE VL-2500 SPOT LUMINAIRE	300
VL2W	AUTOMATED VARI*LITE VL-2500 WASH LUMINAIRE	250
VL48	AC LIGHTING DISTRO RACK - 48 CIRCUIT (Vari*Lite) 	550
DMX8	DIMMER DESK ACSRY ELC dmXLAN node8 FOR grandMA	400
D630	LAPTOP DELL D630 CORE 2 DUO@2.5gz/CDRW/DVD/XPP/80g/2gm	175
MMF2	PATCH CORD 1/8 M - 1/8 F (TRS) 25'	0
S847	AUDIO SNAKE: 8 X 4 X 75'	20
FRXU	FASTFOLD DELUXE REAR SHEET 12'X21'4	900
FFX9	FASTFOLD DELUXE FRAME 9'X16'	0
FMX9	FASTFOLD DELUXE FRONT SHEET 9'X16'	325
FRX9	FASTFOLD DELUXE REAR SHEET 9'X16'	325
FDX9	FASTFOLD DELUXE BLACK DRESS 9'X16'	275
SW6	VGA SWITCHER 6 X 1 EXTRON SW6-VGA Ars	75
NET0	NETWORK CABLE RJ-45 ETHERNET 10' AND UNDER	0
SFPF	FLAT, 6'W X 15'H WHITE PLEXIGLAS ON ALUMINUM FRAME	250
SFP6	FLAT, 6'W X 6'H WHITE PLEXIGLAS ON ALUMINUM FRAME	100
SFJA	FLAT, ALUMINUM JACK BRACE	10
SFJE	FLAT, ALUMINUM JACK BRACE EXTENSION	10
GVGA	FLY RACK, ACSRY CASE BNC CABLE PKG FOR ECHOLAB OPERA	0
DVM7	MPEG2/BLU-RAY/DVD RECORDER/PLAYER JVC SR-HD1250US, 250 GB	250
32S	FLAT PANEL SPEAKER PAIR, NEC SP-32 (NEC LCD3210)	65
GFCI	EDISON GROUND FAULT CIRCUIT INTERRUPTER (GFCI)	2
DMXN	DIMMER DESK ACSRY 2 PORT NODE FOR grandMA	200
TPTV	TWISTED PAIR TRANSMITTER VGA (15HD) & AUDIO (1/8TRS)	100
TPRB	TWISTED PAIR RECEIVER RGBH+V & AUDIO (2 RCA)	100
TPEQ	TWISTED PAIR SKEW DELAY EQUALIZER RGBH+V EXTRON SEQ 100 BNC	25
FDMU	COMPUTER STORAGE DELL 3.5 FLOPPY DRIVE MODULE, USB	25
AE6	LOUDSPEAKER APOGEE AE-6 MONITOR WEDGE	75
P3BL	PIPE (2) ALUMINUM 3'-0 BLACK	1.5
PFBL	PIPE (2) ALUMINUM 15'-0 BLACK	7.5
S404	AUDIO SNAKE: 40 X 8 X 400' (2 PIECES, NO POWER)	225
S402	AUDIO SNAKE: 48 X 8 X 280' (NO POWER)	200
SM81	MIC SHURE SM 81 CONDENSER MIC	25
DPAE	MIC DPA 4088-F SHURE TA4F-EARSET (Beige)	50
VCC8	DVI QUAD SCREEN SPLITTER, AVITECH VCC-8004v	250
CBTM	LED CKI ColorBlast 12 ACSRY LDT TRUSS MOUNT, WOOD	0
LDC8	TRUSS TOMCAT 12 TRUSS 72' O.D. CIRCLE LDT	2500
MDSH	TRUSS TOMCAT 20.5 PROSTAR SWIVEL HANGER, SILVER	20
50P	FLAT PANEL DISPLAY 50(16:9) PANASONIC TH-50PH11UK PLASMA	425
50PS	FLAT PANEL SPEAKER PAIR, PANASONIC TY-SP50P8WK (50P)	75
HDM3	HDMI MONITOR CABLE M-M 35' V1.3	0
HDMM	HDMI/M ADAPT TO MINI HDMI/M, 10' V1.3	0
HDMF	HDMI/F ADAPT TO HDMI/F BARREL	0
EETY	ELECTRICAL TAPE YELLOW	0
MM4P	LOUDSPEAKER, POWERED MEYER MM-4XP, PAIR	200
XSPL	XLR ADAPT-SPLIXLER 2 XLR/M TO 2 XLR/F	0
ROXN	NETWORK ROUTER, WIRELESS N, D-LINK DIR-655, 4 PORT	35
MFIE	MULTI FAN-IN (4') MALE EDISON to FEMALE VEAM	18
MFOE	MULTI FAN-OUT (4') FEMALE EDISON to MALE VEAM	18
BHR8	SCREEN 84 VPX HARD REAR SCREEN/FRAME	325
XMQM	XLR ADAPT-XLR/M TO 1/4M	0
PA7	PIPE (2) ALUMINUM 7'-0	3.5
BDP1	DVD/BLU-RAY PLAYER DENON DVD-1800BD	100
PA1	PIPE (2) ALUMINUM 1'-0	1.5
CRC1	CABLE RAMP 36 BLACK SINGLE CHANNEL DROPOVER COVER	5
HDDA	HDMI D/A 1 X 2 (DVI) GEFEN HDTV-142N	50
VZ8P	VIDEO VISUALIZER WolfVision VZ-8plus-3 (DVI OUT)	300
S121	AUDIO SNAKE: 12 X 0 X 44'	30
S122	AUDIO SNAKE: 12 X 0 X 42'	30
HDM9	HDMI/M ADAPT TO DVI-D/M, 10'	8
HDMT	HDMI/M ADAPT TO DVI-D/M, 25'	20
DV15	DVI-D MONITOR CABLE (DUAL LINK) M-M 15'	0
TA4F	MIC AUDIO TECHNICA PRO-8 HEADSET/TA4F	0
S15T	FLAT, 17'10 X 22'10 SCREEN SURROUND, (15X20) Color TBD, Top	450
S15B	FLAT, 17'10 X 22'10 SCREEN SURROUND, (15X20) Color TBD, Bottom	0
S15S	FLAT, 17'10 X 22'10 SCREEN SURROUND, (15X20) Color TBD, Sides	0
VTG4	TEST COMPUTER SIGNAL EMULATOR EXTRON VTG-400D	50
LB57	LIGHT BOX 5.7 (RAY'S 3 JOCKEY BOXES BIG BIRD & FRIENDS)	0
ROXP	NETWORK ROUTER, WIRELESS N+, BELKIN F5D8235-4, 4 PORT	35
7082	CRI VIDEO WALL TILE - LED, BARCO NX-4 BLACK	595
7083	CRI VIDEO WALL PROCESSOR - LED, BARCO DX-700	2500
AE5C	LOUDSPEAKER APOGEE AE-5 CUSTOM	75
VGBS	VGA B/O 15HD M TO RGBH&V F (6 inch)  	0
VGB1	VGA B/O 15HD M TO RGBH&V F (1')  	0
SDSL	DRAPE BLACK SCRIM SHARKSTOOTH 15'W X 12'-2H	500
ENCA	RGBS SWITCHER ENCORE ACSRY LANTRONIX UDS2100 ETHERNET-RS232 ADAPT	25
SW24	NETWORK SWITCH 24/PORT 10/100, 3COM 3300	100
EDCB	EDISON CUBE TAP (BLACK, HUGHSTON ENGINEERING)	0
M4RF	MIC COUNTRYMAN 4RF PODIUM MIC	35
DON7	ELLIPSOIDAL ETC SOURCE-4 ZOOM DONUT 7.5	1
DSR8	VCR DVCAM RECORDER SONY DSR-1800A	350
DSR6	VCR DVCAM PLAYER SONY DSR-1600	300
HDD2	HDMI D/A 1 X 2 GEFEN HDMI1.3-142D	50
PM5S	AUDIO SNAKE: PM5D DRIVE SNAKE, 300' W/STAGE BOXES, 24 CH.	150
PM5E	AUDIO SNAKE: PM5D DRIVE SNAKE EXTENSION, 300'	100
HDMR	HDMI ACSRY GEFEN GTV-HDMI1.3-141 REPEATER	20
FFXS	FASTFOLD DELUXE FRAME 6'11X12'	0
FMXS	FASTFOLD DELUXE FRONT SHEET 6'11X12'	300
FRXS	FASTFOLD DELUXE REAR SHEET 6'11X12'	300
FDXS	FASTFOLD DELUXE BLACK DRESS 6'11X12'	250
HDML	HDMI MONITOR CABLE M-M 30', BLUE Mono¥LOK	15
HDMV	HDMI/M ADAPT TO MICRO HDMI/M, 10'	0
HDMW	HDMI/M ADAPT TO MICRO HDMI/M, 15'	0
FFX8	FASTFOLD DELUXE FRAME 7'6X13'4	0
FMX8	FASTFOLD DELUXE FRONT SHEET 7'6X13'4	325
FRX8	FASTFOLD DELUXE REAR SHEET 7'6X13'4	325
FDX8	FASTFOLD DELUXE BLACK DRESS 7'6X13'4	275
HDM6	HDMI/M ADAPT TO MICRO HDMI/M, 6'	0
HDM4	HDMI/M ADAPT TO MICRO HDMI/M, 3'	0
MMMY	PATCH CORD 1/8 MINI Y CORD M-F/F	0
VGAD	VGA SCALER GEFEN VGA-2-DVISP VGA TO DVI	75
CFMK	CAMERA CAMCORDER FLASH MEMORY KIT	75
ADAA	COMPUTER CABLE APPLE DIGITAL AV ADAPTER TO HDMI F	15
DVI7	DVI-D MONITOR CABLE (SINGLE LINK) M-M 10'	0
TURN	RIGGING, TURNBUCKLE, 1/2 x 13, EYE/EYE 1 I.D.	5
SDDA	HD-SDI D/A 1 x 4 ATLONA AT-3GSDI-14	50
HDHS	HDMI CONVERTER BLACKMAGIC DESIGN HDMI TO HD-SDI	75
HDHV	HDMI CONVERTER HDfury3 HDMI TO VGA	75
ADPH	COMPUTER CABLE APPLE MINI DisplayPort to HDMI F	15
HD50	BNC CABLE PATCH HD-SDI 50'	0
HD25	BNC CABLE PATCH HD-SDI 25'	0
DMX3	DMX 512 CABLE 15' BLACK	2.5
WU12	PROJECTOR DATA CHRISTIE ROADSTER WU12K-M DLP	2500
ILSZ	PROJECTOR LENS CHRISTIE ILS 1.16-1.49:1 ZOOM LENS (WU12K-M)	250
